Accession,genome_count,freq,gene
VFG000122(gb|NP_252230),11617,99.9913926665519,algD
VFG015373(gb|WP_003136958),11579,99.6643139955242,tagS
VFG016130(gb|WP_003137468),11579,99.6643139955242,pchD
VFG019907(gb|WP_010792971),11579,99.6643139955242,algC
VFG019983(gb|WP_003083634),11579,99.6643139955242,tagS
VFG020092(gb|WP_003118945),11579,99.6643139955242,pchD
VFG042736(gb|NP_253152),11579,99.6643139955242,rpoN
VFG042738(gb|NP_253646),11579,99.6643139955242,fimX
VFG044103(gb|NP_253397),11579,99.6643139955242,PA4709
VFG044104(gb|NP_253398),11579,99.6643139955242,phuR
VFG000141(gb|NP_253675),11578,99.6557066620761,waaA
VFG001254(gb|NP_249795),11578,99.6557066620761,fliI
VFG014449(gb|WP_003086458),11578,99.6557066620761,fliI
VFG014984(gb|NP_253136),11578,99.6557066620761,algW
VFG019837(gb|WP_003086458),11578,99.6557066620761,fliI
VFG019921(gb|WP_003145897),11578,99.6557066620761,algW
VFG000166(gb|NP_252916),11577,99.647099328628,pchE
VFG001213(gb|NP_253236),11577,99.647099328628,pilS
VFG001243(gb|NP_249776),11577,99.647099328628,flgJ
VFG013996(gb|WP_003094692),11577,99.647099328628,pilS
VFG016122(gb|WP_003137469),11577,99.647099328628,pchE
VFG019761(gb|WP_012614544),11577,99.647099328628,pilS
VFG019807(gb|WP_003116316),11577,99.647099328628,flgJ
VFG020090(gb|WP_012613542),11577,99.647099328628,pchE
VFG042744(gb|NP_252987),11577,99.647099328628,tadG
VFG044448(gb|NP_253341),11577,99.647099328628,PA4652
VFG000139(gb|NP_253697),11576,99.63849199517988,waaG
VFG000142(gb|NP_253698),11576,99.63849199517988,waaC
VFG001214(gb|NP_253237),11576,99.63849199517988,pilR
VFG013986(gb|WP_003094694),11576,99.63849199517988,pilR
VFG019759(gb|WP_003110427),11576,99.63849199517988,pilR
VFG042749(gb|NP_252992),11576,99.63849199517988,tadA
VFG042750(gb|NP_252993),11576,99.63849199517988,tadZ
VFG042751(gb|NP_252994),11576,99.63849199517988,rcpA
VFG000146(gb|NP_252413),11575,99.6298846617318,lasB
VFG000171(gb|NP_252921),11575,99.6298846617318,pchA
VFG001231(gb|NP_249104),11575,99.6298846617318,chpA
VFG001248(gb|NP_249788),11575,99.6298846617318,fleQ
VFG001249(gb|NP_249790),11575,99.6298846617318,fleR
VFG014358(gb|WP_003086448),11575,99.6298846617318,fleQ
VFG014369(gb|NP_249789),11575,99.6298846617318,fleS
VFG014371(gb|WP_003109120),11575,99.6298846617318,fleS
VFG014384(gb|WP_003082202),11575,99.6298846617318,fleR
VFG015558(gb|WP_003092588),11575,99.6298846617318,lasB
VFG019771(gb|WP_012613502),11575,99.6298846617318,chpA
VFG019823(gb|WP_003086448),11575,99.6298846617318,fleQ
VFG019825(gb|WP_012614401),11575,99.6298846617318,fleS
VFG019827(gb|WP_003082202),11575,99.6298846617318,fleR
VFG020040(gb|WP_003113835),11575,99.6298846617318,lasB
VFG015067(gb|NP_249619),11574,99.6212773282837,gacS
VFG015069(gb|WP_003102426),11574,99.6212773282837,gacS
VFG016146(gb|WP_003129314),11574,99.6212773282837,pchA
VFG019941(gb|WP_003102426),11574,99.6212773282837,gacS
VFG020095(gb|WP_012613541),11574,99.6212773282837,pchA
VFG042735(gb|NP_250513),11574,99.6212773282837,fimL
VFG015372(gb|WP_011979123),11573,99.6126699948356,tagS
VFG019833(gb|WP_003082212),11573,99.6126699948356,fliG
VFG000145(gb|NP_250562),11572,99.6040626613875,lasA
VFG015555(gb|WP_003139897),11572,99.6040626613875,lasA
VFG044096(gb|NP_252908),11572,99.6040626613875,PA4218
VFG020039(gb|WP_003120216),11571,99.5954553279394,lasA
VFG014473(gb|NP_250132),11570,99.58684799449132,fliK
VFG019841(gb|WP_003083038),11570,99.58684799449132,fliK
VFG051484(gb|NP_251374.1),11570,99.58684799449132,tse5/rhsP1
VFG051830(gb|WP_012613984.1),11570,99.58684799449132,tse5/rhsP1
VFG051833(gb|WP_003138894.1),11570,99.58684799449132,tse5/rhsP1
VFG014475(gb|WP_003140280),11569,99.5782406610432,fliK
VFG050300(gb|NP_250641),11567,99.56102599414702,fapF
VFG000144(gb|NP_249940),11566,99.55241866069892,aprA
VFG015561(gb|WP_003086731),11566,99.55241866069892,aprA
VFG020041(gb|WP_003159842),11566,99.55241866069892,aprA
VFG041014(gb|NP_250347),11564,99.53520399380272,tssA
VFG043014(gb|NP_250149),11564,99.53520399380272,PA1458
VFG044093(gb|NP_252098),11564,99.53520399380272,hasR
VFG051504(gb|WP_003097814.1),11564,99.53520399380272,tssA
VFG051507(gb|WP_003140090.1),11564,99.53520399380272,tssA
VFG041018(gb|NP_250351),11563,99.52659666035464,tssF
VFG051535(gb|WP_010794013.1),11563,99.52659666035464,tssF
VFG051538(gb|WP_003087605.1),11563,99.52659666035464,tssF
VFG001264(gb|NP_250144),11562,99.51798932690652,flhF
VFG014605(gb|WP_003087102),11562,99.51798932690652,flhF
VFG019861(gb|WP_003083061),11562,99.51798932690652,flhF
VFG043015(gb|NP_250150),11562,99.51798932690652,PA1459
VFG051661(gb|WP_012614635.1),11562,99.51798932690652,pldB/tle5b
VFG051663(gb|WP_003141825.1),11561,99.50938199345842,pldB/tle5b
VFG000164(gb|NP_252911),11560,99.50077466001032,fptA
VFG016059(gb|WP_012075639),11560,99.50077466001032,pvdL
VFG016153(gb|WP_003111969),11560,99.50077466001032,fptA
VFG020096(gb|WP_003118950),11560,99.50077466001032,fptA
VFG041016(gb|NP_250349),11560,99.50077466001032,tssC
VFG041020(gb|NP_250353),11560,99.50077466001032,tssH
VFG041021(gb|NP_250354),11560,99.50077466001032,PA1663
VFG051519(gb|WP_003087596.1),11560,99.50077466001032,tssC
VFG051522(gb|WP_003087596.1),11560,99.50077466001032,tssC
VFG051551(gb|WP_012614304.1),11560,99.50077466001032,tssH
VFG051554(gb|WP_003140083.1),11560,99.50077466001032,tssH
VFG001266(gb|NP_252912),11559,99.49216732656222,pchI
VFG016107(gb|WP_003137474),11559,99.49216732656222,pchI
VFG020086(gb|WP_012613545),11559,99.49216732656222,pchI
VFG044091(gb|NP_252096),11558,99.48355999311414,hasD
VFG044097(gb|NP_252909),11555,99.45773799276984,PA4219
VFG000175(gb|NP_251786),11554,99.44913065932174,xcpY
VFG001268(gb|NP_252914),11554,99.44913065932174,pchG
VFG020088(gb|WP_003115080),11554,99.44913065932174,pchG
VFG016115(gb|WP_003137472),11553,99.44052332587364,pchG
VFG014681(gb|NP_253640),11552,99.43191599242554,motB
VFG019873(gb|WP_003095673),11552,99.43191599242554,motB
VFG002077(gb|NP_248781),11550,99.41470132552936,vgrG1a
VFG015501(gb|WP_011666527),11550,99.41470132552936,vgrG1a
VFG019773(gb|WP_003084598),11550,99.41470132552936,chpB
VFG020020(gb|WP_003142374),11550,99.41470132552936,vgrG1a
VFG040878(gb|NP_249377),11550,99.41470132552936,PA0686
VFG015846(gb|NP_252864),11548,99.39748665863316,prpL
VFG015848(gb|WP_003110541),11548,99.39748665863316,prpL
VFG020043(gb|WP_003101348),11548,99.39748665863316,prpL
VFG001267(gb|NP_252913),11546,99.38027199173696,pchH
VFG015500(gb|WP_079262221),11546,99.38027199173696,vgrG1a
VFG016111(gb|WP_003137473),11546,99.38027199173696,pchH
VFG020087(gb|WP_012613544),11546,99.38027199173696,pchH
VFG042740(gb|NP_252983),11543,99.35444999139268,pprA
VFG019945(gb|WP_003103203),11542,99.34584265794456,pscU
VFG051488(gb|NP_253776.1),11542,99.34584265794456,pldB/tle5b
VFG001232(gb|NP_249105),11540,99.32862799104836,chpB
VFG014683(gb|WP_003095673),11540,99.32862799104836,motB
VFG000185(gb|NP_250381),11538,99.31141332415216,pscU
VFG000192(gb|NP_250388),11537,99.30280599070409,pscN
VFG015108(gb|WP_003100796),11537,99.30280599070409,pscN
VFG019951(gb|WP_012614296),11537,99.30280599070409,pscN
VFG000198(gb|NP_250394),11535,99.28559132380788,pcrD
VFG015120(gb|WP_003087696),11535,99.28559132380788,pcrD
VFG019957(gb|WP_003087696),11535,99.28559132380788,pcrD
VFG000203(gb|NP_250399),11534,99.2769839903598,popB
VFG015130(gb|WP_003087710),11534,99.2769839903598,popB
VFG019961(gb|WP_004342870),11534,99.2769839903598,popB
VFG014832(gb|WP_012074764),11532,99.2597693234636,algL
VFG040877(gb|NP_249376),11532,99.2597693234636,PA0685
VFG000148(gb|NP_248734),11530,99.2425546565674,exoT
VFG015168(gb|WP_003136948),11530,99.2425546565674,exoT
VFG019979(gb|WP_012613430),11530,99.2425546565674,exoT
VFG050297(gb|NP_250644),11529,99.2339473231193,fapC
VFG016048(gb|WP_003089638),11526,99.208125322775,pvdH
VFG014075(gb|WP_004365048),11525,99.1995179893269,chpB
VFG044089(gb|NP_252094),11525,99.1995179893269,PA3404
VFG044090(gb|NP_252095),11525,99.1995179893269,hasE
VFG015515(gb|NP_252903),11524,99.1909106558788,phzE1
VFG015517(gb|WP_003137488),11524,99.1909106558788,phzE1
VFG015538(gb|WP_011666697),11524,99.1909106558788,phzE2
VFG020026(gb|WP_012613547),11524,99.1909106558788,phzE1
VFG000212(gb|NP_250408),11522,99.17369598898262,pscD
VFG015148(gb|WP_003132859),11522,99.17369598898262,pscD
VFG019969(gb|WP_012614294),11522,99.17369598898262,pscD
VFG000211(gb|NP_250407),11521,99.16508865553452,pscC
VFG015146(gb|WP_003140040),11521,99.16508865553452,pscC
VFG019968(gb|WP_012614295),11521,99.16508865553452,pscC
VFG020003(gb|WP_003104975),11521,99.16508865553452,hsiA1
VFG041043(gb|NP_251061),11521,99.16508865553452,tssH
VFG051651(gb|WP_012614148.1),11521,99.16508865553452,tssH
VFG051654(gb|WP_003139311.1),11521,99.16508865553452,tssH
VFG001230(gb|NP_251805),11519,99.14787398863832,fimV
VFG013973(gb|WP_003138501),11519,99.14787398863832,fimV
VFG019758(gb|WP_012613878),11519,99.14787398863832,fimV
VFG015850(gb|WP_012076980),11514,99.10483732139784,plcH
VFG015094(gb|WP_003087668),11513,99.09622998794974,pscU
VFG051487(gb|NP_248953.1),11512,99.08762265450164,vgrG2b
VFG051593(gb|WP_012613476.1),11512,99.08762265450164,vgrG2b
VFG051596(gb|WP_003137141.1),11512,99.08762265450164,vgrG2b
VFG040879(gb|NP_249378),11511,99.07901532105356,PA0687
VFG051491(gb|WP_011666716.1),11511,99.07901532105356,vgrG
VFG041012(gb|NP_250202),11510,99.07040798760544,vgrG
VFG041031(gb|NP_251049),11509,99.06180065415734,PA2359
VFG041033(gb|NP_251051),11509,99.06180065415734,tssM
VFG051489(gb|WP_003083217.1),11509,99.06180065415734,vgrG
VFG051606(gb|WP_012614151.1),11509,99.06180065415734,tssM
VFG051607(gb|WP_012075692.1),11509,99.06180065415734,tssM
VFG051609(gb|WP_003139320.1),11509,99.06180065415734,tssM
VFG041038(gb|NP_251056),11507,99.04458598726114,tssC
VFG051626(gb|WP_003089494.1),11507,99.04458598726114,tssC
VFG051627(gb|WP_003089494.1),11507,99.04458598726114,tssC
VFG051629(gb|WP_003139317.1),11507,99.04458598726114,tssC
VFG020036(gb|WP_003093617),11506,99.03597865381305,phzM
VFG000155(gb|NP_252168),11505,99.02737132036496,rhlB
VFG015044(gb|WP_003092007),11505,99.02737132036496,rhlB
VFG019932(gb|WP_012613761),11505,99.02737132036496,rhlB
VFG041035(gb|NP_251053),11505,99.02737132036496,tssK
VFG051616(gb|WP_003122697.1),11505,99.02737132036496,tssK
VFG051617(gb|WP_041025349.1),11505,99.02737132036496,tssK
VFG051619(gb|WP_003139318.1),11505,99.02737132036496,tssK
VFG002068(gb|NP_248772),11504,99.01876398691684,hsiA1
VFG016046(gb|NP_251103),11503,99.01015665346875,pvdH
VFG020072(gb|WP_012614127),11503,99.01015665346875,pvdH
VFG014240(gb|WP_003082169),11498,98.96711998622828,flgI
VFG041032(gb|NP_251050),11496,98.94990531933206,tssA
VFG051601(gb|WP_012614152.1),11496,98.94990531933206,tssA
VFG051602(gb|WP_012075693.1),11496,98.94990531933206,tssA
VFG051604(gb|WP_003139323.1),11496,98.94990531933206,tssA
VFG041041(gb|NP_251059),11492,98.91547598553969,tssF
VFG051641(gb|WP_012614149.1),11492,98.91547598553969,tssF
VFG051642(gb|WP_012075687.1),11492,98.91547598553969,tssF
VFG051644(gb|WP_003089497.1),11492,98.91547598553969,tssF
VFG015551(gb|NP_248741),11490,98.89826131864348,phzH
VFG015552(gb|WP_003111526),11490,98.89826131864348,phzH
VFG020038(gb|WP_012613433),11490,98.89826131864348,phzH
VFG015537(gb|WP_012074247),11489,98.8896539851954,phzE2
VFG015950(gb|NP_251075),11485,98.855224651403,pvdQ
VFG015952(gb|WP_003139299),11485,98.855224651403,pvdQ
VFG020051(gb|WP_003103624),11485,98.855224651403,pvdQ
VFG040875(gb|NP_249374),11482,98.8294026510587,PA0683
VFG042695(gb|NP_250820),11472,98.74332931657771,cupA3
VFG015516(gb|WP_012074247),11466,98.69168531588912,phzE1
VFG041011(gb|NP_248785),11460,98.64004131520056,vgrG1b
VFG043648(gb|NP_252312),11459,98.63143398175244,rpoS
VFG042698(gb|NP_252770),11453,98.57978998106388,cupB6
VFG015438(gb|WP_003111627),11446,98.5195386469272,hsiA1
VFG001238(gb|NP_249771),11436,98.4334653124462,flgE
VFG014189(gb|WP_003086405),11436,98.4334653124462,flgE
VFG019797(gb|WP_003082154),11436,98.4334653124462,flgE
VFG051543(gb|WP_003097804.1),11434,98.41625064555,tssG
VFG042699(gb|NP_252771),11431,98.39042864520572,cupB5
VFG015547(gb|WP_003093617),11426,98.34739197796524,phzM
VFG000172(gb|NP_252898),11425,98.33878464451712,phzM
VFG043810(gb|NP_253231),11422,98.31296264417284,PA4541
VFG042701(gb|NP_252773),11418,98.27853331038044,cupB3
VFG043480(gb|NP_251450),11418,98.27853331038044,PA2760
VFG051652(gb|WP_012075685.1),11395,98.0805646410742,tssH
VFG041042(gb|NP_251060),11364,97.81373730418316,tssG
VFG000115(gb|NP_249839),11355,97.73627130315028,toxA
VFG015862(gb|WP_003140553),11355,97.73627130315028,toxA
VFG020047(gb|WP_012614391),11355,97.73627130315028,toxA
VFG051646(gb|WP_003114517.1),11350,97.6932346359098,tssG
VFG015920(gb|NP_250884),11332,97.53830263384404,hcnB
VFG015922(gb|WP_009315733),11332,97.53830263384404,hcnB
VFG020049(gb|WP_003113685),11332,97.53830263384404,hcnB
VFG015926(gb|NP_250885),11330,97.52108796694785,hcnC
VFG015928(gb|WP_011666673),11330,97.52108796694785,hcnC
VFG051649(gb|WP_003139313.1),11321,97.44362196591496,tssG
VFG019790(gb|WP_003122257),11315,97.39197796522636,PLES_RS09940
VFG042706(gb|NP_249685),11310,97.34894129798587,cupC3
VFG014117(gb|NP_251831),11307,97.3231192976416,wbpM
VFG014147(gb|WP_003138484),11307,97.3231192976416,PA14_RS09500
VFG042696(gb|NP_250821),11282,97.10793596143915,cupA4
VFG051647(gb|WP_012075686.1),11265,96.96161129282147,tssG
VFG051485(gb|NP_248783.1),11231,96.66896195558616,tse6
VFG051834(gb|WP_003104959.1),11230,96.66035462213809,tse6
VFG041019(gb|NP_250352),11185,96.27302461697366,tssG
VFG000176(gb|NP_251787),11184,96.26441728352556,xcpX
VFG044081(gb|NP_250946),11178,96.21277328283698,pvcC
VFG013897(gb|WP_003084552),11163,96.0836632811155,pilT
VFG002067(gb|NP_248771),11103,95.56722327422963,fha1
VFG051546(gb|WP_003140086.1),11103,95.56722327422963,tssG
VFG015856(gb|NP_248716),11100,95.54140127388536,plcB
VFG015433,11098,95.52418660698916,fha1
VFG044101(gb|NP_253395),11086,95.42089860561198,PA4707
VFG014501(gb|WP_003083045),11078,95.3520399380272,fliM
VFG020001(gb|WP_012613438),11065,95.24014460320193,fha1
VFG015858(gb|WP_003097316),11048,95.09381993458426,plcB
