locus_tag,representative_rank,selected_representative,VFG_ID,Accession,gene,genome_count,freq,n_sequences_total,n_sequences_usable,proportion_sequences_usable,alignment_length_nt,alignment_length_codons,trailing_non_codon_nt,gap_fraction,ambiguous_fraction,bad_character_fraction,usable_codon_count,usable_codon_fraction,protein_length,mapping_method,blast_hit_pident,blast_hit_qcov,blast_hit_evalue,blast_hit_bitscore,alignment_found,analysis_success,error_message,alignment_path,selection_reason
PA0089,1,True,VFG002075,VFG002075(gb|NP_248779),hsiH1/tssG,11602,99.86228266483045,11602,0,0.0,1641,547,0,0.36228718682115896,6.82813203002151e-07,0.36228786963436194,349,0.6380255941499086,348,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002075.nogap.dedup/VFG002075.nogap.dedup.nt_ali.fasta,"Selected VFG002075: genome_count=11602, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6380, gap_fraction=0.3623, ambiguous_fraction=0.0000, protein_length=348"
PA0090,1,True,VFG015491,VFG015491(gb|WP_011979138),clpV1,11603,99.87088999827851,11603,11162,0.9619925881237611,3372,1124,0,0.19881025369865382,2.4536543040316915e-06,0.19881270735295786,903,0.8033807829181495,902,blastp_best_hit_to_PAO1,98.67,100.0,0.0,1802.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015491.nogap.dedup/VFG015491.nogap.dedup.nt_ali.fasta,"Selected VFG015491: genome_count=11603, usable_sequences=11162, usable_sequence_fraction=0.9620, usable_codon_fraction=0.8034, gap_fraction=0.1988, ambiguous_fraction=0.0000, protein_length=902"
PA0091,1,True,VFG002077,VFG002077(gb|NP_248781),vgrG1a,11550,99.41470132552936,11550,0,0.0,3267,1089,0,0.43370247138842183,2.067109505126034e-06,0.43370453849792695,644,0.5913682277318641,643,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002077.nogap.dedup/VFG002077.nogap.dedup.nt_ali.fasta,"Selected VFG002077: genome_count=11550, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.5914, gap_fraction=0.4337, ambiguous_fraction=0.0000, protein_length=643"
PA0093,1,True,VFG051485,VFG051485(gb|NP_248783.1),tse6,11231,96.66896195558616,11231,0,0.0,1998,666,0,0.42787204442444404,4.902061709113619e-07,0.427872534630615,249,0.3738738738738739,430,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG051485.nogap.dedup/VFG051485.nogap.dedup.nt_ali.fasta,"Selected VFG051485: genome_count=11231, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.3739, gap_fraction=0.4279, ambiguous_fraction=0.0000, protein_length=430"
PA0262,1,True,VFG051596,VFG051596(gb|WP_003137141.1),vgrG2b,11512,99.08762265450164,11512,0,0.0,11472,3824,0,0.8316992219870261,5.662334760986777e-05,0.831755845334636,181,0.0473326359832636,1019,blastp_best_hit_to_PAO1,99.019,100.0,0.0,2080.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG051596.nogap.dedup/VFG051596.nogap.dedup.nt_ali.fasta,"Selected VFG051596: genome_count=11512, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.0473, gap_fraction=0.8317, ambiguous_fraction=0.0001, protein_length=1019"
PA0395,1,True,VFG001223,VFG001223(gb|NP_249086),pilT,11612,99.94835599931142,11612,11609,0.9997416465725112,1092,364,0,0.05229125421598725,1.5772492520684048e-07,0.052291411940912455,345,0.9478021978021978,344,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001223.nogap.dedup/VFG001223.nogap.dedup.nt_ali.fasta,"Selected VFG001223: genome_count=11612, usable_sequences=11609, usable_sequence_fraction=0.9997, usable_codon_fraction=0.9478, gap_fraction=0.0523, ambiguous_fraction=0.0000, protein_length=344"
PA0396,1,True,VFG001224,VFG001224(gb|NP_249087),pilU,11612,99.94835599931142,11612,11606,0.9994832931450224,1311,437,0,0.12369591624225236,1.3137728323864973e-07,0.12369604761953559,383,0.8764302059496567,382,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001224.nogap.dedup/VFG001224.nogap.dedup.nt_ali.fasta,"Selected VFG001224: genome_count=11612, usable_sequences=11606, usable_sequence_fraction=0.9995, usable_codon_fraction=0.8764, gap_fraction=0.1237, ambiguous_fraction=0.0000, protein_length=382"
PA0411,1,True,VFG014043,VFG014043(gb|WP_012074000),pilJ,11613,99.95696333275951,11613,0,0.0,3492,1164,0,0.41412108364159966,1.7261533638931526e-07,0.4141212562569361,683,0.5867697594501718,682,blastp_best_hit_to_PAO1,99.56,100.0,0.0,1349.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014043.nogap.dedup/VFG014043.nogap.dedup.nt_ali.fasta,"Selected VFG014043: genome_count=11613, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.5868, gap_fraction=0.4141, ambiguous_fraction=0.0000, protein_length=682"
PA0413,1,True,VFG014062,VFG014062(gb|WP_004365046),chpA,11609,99.92253399896713,11609,0,0.0,13974,4658,0,0.47304620447239654,3.575299625827634e-07,0.4730465620023591,2471,0.5304851867754401,2476,blastp_best_hit_to_PAO1,98.83,100.08077544426494,0.0,4791.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014062.nogap.dedup/VFG014062.nogap.dedup.nt_ali.fasta,"Selected VFG014062: genome_count=11609, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.5305, gap_fraction=0.4730, ambiguous_fraction=0.0000, protein_length=2476"
PA0414,1,True,VFG019773,VFG019773(gb|WP_003084598),chpB,11550,99.41470132552936,11550,0,0.0,1335,445,0,0.2270312758402646,2.594159897530684e-07,0.22703153525625436,344,0.7730337078651686,343,blastp_best_hit_to_PAO1,99.417,100.0,0.0,691.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG019773.nogap.dedup/VFG019773.nogap.dedup.nt_ali.fasta,"Selected VFG019773: genome_count=11550, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7730, gap_fraction=0.2270, ambiguous_fraction=0.0000, protein_length=343"
PA0766,1,True,VFG014950,VFG014950(gb|NP_249457),mucD,11615,99.97417799965572,11615,0,0.0,1965,655,0,0.27491168632296353,5.695889867778679e-07,0.2749122559119503,475,0.7251908396946565,474,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014950.nogap.dedup/VFG014950.nogap.dedup.nt_ali.fasta,"Selected VFG014950: genome_count=11615, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7252, gap_fraction=0.2749, ambiguous_fraction=0.0000, protein_length=474"
PA0844,1,True,VFG000157,VFG000157(gb|NP_249535),plcH,11584,99.70735066276468,11584,0,0.0,3189,1063,0,0.3124363315540818,5.143284321623537e-07,0.31243684588251397,731,0.6876763875823142,730,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000157.nogap.dedup/VFG000157.nogap.dedup.nt_ali.fasta,"Selected VFG000157: genome_count=11584, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6877, gap_fraction=0.3124, ambiguous_fraction=0.0000, protein_length=730"
PA0928,1,True,VFG015067,VFG015067(gb|NP_249619),gacS,11574,99.6212773282837,11574,0,0.0,4833,1611,0,0.4268259719096839,5.541934909724204e-07,0.4268265261031749,926,0.5747982619490999,925,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015067.nogap.dedup/VFG015067.nogap.dedup.nt_ali.fasta,"Selected VFG015067: genome_count=11574, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.5748, gap_fraction=0.4268, ambiguous_fraction=0.0000, protein_length=925"
PA1080,1,True,VFG001238,VFG001238(gb|NP_249771),flgE,11436,98.4334653124462,11436,0,0.0,1947,649,0,0.28667398548416567,5.389409056686343e-07,0.28667452442507135,463,0.7134052388289677,462,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001238.nogap.dedup/VFG001238.nogap.dedup.nt_ali.fasta,"Selected VFG001238: genome_count=11436, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7134, gap_fraction=0.2867, ambiguous_fraction=0.0000, protein_length=462"
PA1084,1,True,VFG001242,VFG001242(gb|NP_249775),flgI,11614,99.9655706662076,11614,11610,0.9996555880833476,1383,461,0,0.19747428770796857,4.980649553901897e-07,0.19747478577292396,370,0.8026030368763557,369,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001242.nogap.dedup/VFG001242.nogap.dedup.nt_ali.fasta,"Selected VFG001242: genome_count=11614, usable_sequences=11610, usable_sequence_fraction=0.9997, usable_codon_fraction=0.8026, gap_fraction=0.1975, ambiguous_fraction=0.0000, protein_length=369"
PA1085,1,True,VFG014254,VFG014254(gb|WP_003116316),flgJ,11582,99.69013599586847,11582,0,0.0,1692,564,0,0.2891102726044694,5.102888520664453e-07,0.2891107828933215,401,0.7109929078014184,400,blastp_best_hit_to_PAO1,99.75,100.0,0.0,810.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014254.nogap.dedup/VFG014254.nogap.dedup.nt_ali.fasta,"Selected VFG014254: genome_count=11582, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7110, gap_fraction=0.2891, ambiguous_fraction=0.0000, protein_length=400"
PA1097,1,True,VFG014358,VFG014358(gb|WP_003086448),fleQ,11575,99.6298846617318,11575,0,0.0,2175,725,0,0.3232296715573099,9.930240063553537e-07,0.3232306645813163,491,0.6772413793103448,490,blastp_best_hit_to_PAO1,100.0,100.0,0.0,994.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014358.nogap.dedup/VFG014358.nogap.dedup.nt_ali.fasta,"Selected VFG014358: genome_count=11575, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6772, gap_fraction=0.3232, ambiguous_fraction=0.0000, protein_length=490"
PA1098,1,True,VFG014369,VFG014369(gb|NP_249789),fleS,11575,99.6298846617318,11575,0,0.0,1848,616,0,0.3460379792993184,7.947416154759568e-07,0.34603877404093386,403,0.6542207792207793,402,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014369.nogap.dedup/VFG014369.nogap.dedup.nt_ali.fasta,"Selected VFG014369: genome_count=11575, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6542, gap_fraction=0.3460, ambiguous_fraction=0.0000, protein_length=402"
PA1099,1,True,VFG001249,VFG001249(gb|NP_249790),fleR,11575,99.6298846617318,11575,0,0.0,2163,721,0,0.3433099576721796,1.4378877429056716e-06,0.3433113955599225,474,0.6574202496532594,473,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001249.nogap.dedup/VFG001249.nogap.dedup.nt_ali.fasta,"Selected VFG001249: genome_count=11575, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6574, gap_fraction=0.3433, ambiguous_fraction=0.0000, protein_length=473"
PA1101,1,True,VFG001251,VFG001251(gb|NP_249792),fliF,11616,99.9827853331038,11616,0,0.0,2778,926,0,0.35331982325711464,5.887958715368886e-07,0.3533204120529862,599,0.6468682505399568,598,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001251.nogap.dedup/VFG001251.nogap.dedup.nt_ali.fasta,"Selected VFG001251: genome_count=11616, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6469, gap_fraction=0.3533, ambiguous_fraction=0.0000, protein_length=598"
PA1102,1,True,VFG001252,VFG001252(gb|NP_249793),fliG,11589,99.75038733000515,11589,0,0.0,1281,427,0,0.20609081170608565,5.388835101578531e-07,0.2060913505895958,339,0.7939110070257611,338,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001252.nogap.dedup/VFG001252.nogap.dedup.nt_ali.fasta,"Selected VFG001252: genome_count=11589, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7939, gap_fraction=0.2061, ambiguous_fraction=0.0000, protein_length=338"
PA1104,1,True,VFG001254,VFG001254(gb|NP_249795),fliI,11578,99.6557066620761,11578,0,0.0,1929,643,0,0.2972155589769518,1.4775703477958814e-06,0.2972170365472996,452,0.702954898911353,451,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001254.nogap.dedup/VFG001254.nogap.dedup.nt_ali.fasta,"Selected VFG001254: genome_count=11578, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7030, gap_fraction=0.2972, ambiguous_fraction=0.0000, protein_length=451"
PA1148,1,True,VFG000115,VFG000115(gb|NP_249839),toxA,11355,97.73627130315028,11355,0,0.0,3045,1015,0,0.37147481741295796,9.254981240586852e-07,0.37147574291108204,639,0.6295566502463055,638,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000115.nogap.dedup/VFG000115.nogap.dedup.nt_ali.fasta,"Selected VFG000115: genome_count=11355, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6296, gap_fraction=0.3715, ambiguous_fraction=0.0000, protein_length=638"
PA1249,1,True,VFG000144,VFG000144(gb|NP_249940),aprA,11566,99.55241866069892,11566,0,0.0,2067,689,0,0.30344709369110756,7.529200120366813e-07,0.3034478466111196,480,0.6966618287373004,479,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000144.nogap.dedup/VFG000144.nogap.dedup.nt_ali.fasta,"Selected VFG000144: genome_count=11566, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6967, gap_fraction=0.3034, ambiguous_fraction=0.0000, protein_length=479"
PA1441,1,True,VFG014473,VFG014473(gb|NP_250132),fliK,11570,99.58684799449132,11570,0,0.0,1677,559,0,0.2344340971886147,8.246194252505683e-07,0.23443492180803993,428,0.7656529516994633,427,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014473.nogap.dedup/VFG014473.nogap.dedup.nt_ali.fasta,"Selected VFG014473: genome_count=11570, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7657, gap_fraction=0.2344, ambiguous_fraction=0.0000, protein_length=427"
PA1449,1,True,VFG001262,VFG001262(gb|NP_250140),flhB,11592,99.77620933034945,11592,0,0.0,1896,632,0,0.40273327960793565,8.644838721888804e-07,0.40273414409180786,379,0.5996835443037974,378,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001262.nogap.dedup/VFG001262.nogap.dedup.nt_ali.fasta,"Selected VFG001262: genome_count=11592, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.5997, gap_fraction=0.4027, ambiguous_fraction=0.0000, protein_length=378"
PA1452,1,True,VFG001263,VFG001263(gb|NP_250143),flhA,11612,99.94835599931142,11612,0,0.0,3150,1050,0,0.32638830110066763,7.928306240397181e-07,0.3263890939312917,708,0.6742857142857143,707,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001263.nogap.dedup/VFG001263.nogap.dedup.nt_ali.fasta,"Selected VFG001263: genome_count=11612, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.6743, gap_fraction=0.3264, ambiguous_fraction=0.0000, protein_length=707"
PA1453,1,True,VFG001264,VFG001264(gb|NP_250144),flhF,11562,99.51798932690652,11562,0,0.0,1638,546,0,0.21267709111507763,1.584070084329555e-06,0.21267867518516195,430,0.7875457875457875,429,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001264.nogap.dedup/VFG001264.nogap.dedup.nt_ali.fasta,"Selected VFG001264: genome_count=11562, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7875, gap_fraction=0.2127, ambiguous_fraction=0.0000, protein_length=429"
PA1511,1,True,VFG051491,VFG051491(gb|WP_011666716.1),vgrG,11511,99.07901532105356,11511,0,0.0,6996,2332,0,0.7303954022351355,9.287111902657656e-05,0.7304882733541621,162,0.06946826758147513,842,blastp_best_hit_to_PAO1,99.169,100.0,0.0,1723.0,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG051491.nogap.dedup/VFG051491.nogap.dedup.nt_ali.fasta,"Selected VFG051491: genome_count=11511, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.0695, gap_fraction=0.7304, ambiguous_fraction=0.0001, protein_length=842"
PA1656,1,True,VFG041014,VFG041014(gb|NP_250347),tssA,11564,99.53520399380272,11564,0,0.0,2025,675,0,0.23117375763864867,1.1102997382254847e-06,0.2311748679383869,519,0.7688888888888888,518,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG041014.nogap.dedup/VFG041014.nogap.dedup.nt_ali.fasta,"Selected VFG041014: genome_count=11564, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7689, gap_fraction=0.2312, ambiguous_fraction=0.0000, protein_length=518"
PA1658,1,True,VFG041016,VFG041016(gb|NP_250349),tssC,11560,99.50077466001032,11560,0,0.0,1884,628,0,0.21668034954708748,1.0101455344220866e-06,0.2166813596926219,492,0.7834394904458599,491,direct_ncbi_record,,,,,True,True,,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG041016.nogap.dedup/VFG041016.nogap.dedup.nt_ali.fasta,"Selected VFG041016: genome_count=11560, usable_sequences=0, usable_sequence_fraction=0.0000, usable_codon_fraction=0.7834, gap_fraction=0.2167, ambiguous_fraction=0.0000, protein_length=491"
