VFG_ID,alignment_path,alignment_found,analysis_success,error_message,n_sequences_total,n_sequences_usable,proportion_sequences_usable,alignment_length_nt,alignment_length_codons,trailing_non_codon_nt,gap_fraction,ambiguous_fraction,bad_character_fraction,usable_codon_count,usable_codon_fraction
VFG000165,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000165.nogap.dedup/VFG000165.nogap.dedup.nt_ali.fasta,True,True,,11608,0,0.0,14025,4675,0,0.6204560749179066,6.142423136788078e-07,0.6204566891602202,1810,0.3871657754010695
VFG000166,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000166.nogap.dedup/VFG000166.nogap.dedup.nt_ali.fasta,True,True,,11577,0,0.0,8523,2841,0,0.49926350529884883,1.1249532042270147e-06,0.49926463025205303,1439,0.5065117916226681
VFG000168,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000168.nogap.dedup/VFG000168.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,2559,853,0,0.357837747865294,6.074788544204262e-07,0.35783835534414843,548,0.6424384525205158
VFG000171,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000171.nogap.dedup/VFG000171.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2259,753,0,0.36674359437699167,8.031230011559235e-07,0.3667443974999928,477,0.6334661354581673
VFG000172,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000172.nogap.dedup/VFG000172.nogap.dedup.nt_ali.fasta,True,True,,11425,0,0.0,1479,493,0,0.3205123812144642,8.877013417605781e-07,0.32051326891580595,335,0.6795131845841785
VFG000173,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000173.nogap.dedup/VFG000173.nogap.dedup.nt_ali.fasta,True,True,,11589,0,0.0,1833,611,0,0.3411672477385929,1.3181037740276783e-06,0.34116856584236693,403,0.6595744680851063
VFG000185,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000185.nogap.dedup/VFG000185.nogap.dedup.nt_ali.fasta,True,True,,11538,0,0.0,1341,447,0,0.21702182032098585,1.034095552238694e-06,0.2170228544165381,350,0.7829977628635347
VFG000192,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000192.nogap.dedup/VFG000192.nogap.dedup.nt_ali.fasta,True,True,,11537,0,0.0,2196,732,0,0.40097955212760467,2.4471830791341647e-06,0.4009819993106838,441,0.6024590163934426
VFG000198,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000198.nogap.dedup/VFG000198.nogap.dedup.nt_ali.fasta,True,True,,11535,0,0.0,3048,1016,0,0.30434282515725847,8.53274355009915e-07,0.3043436784316135,707,0.6958661417322834
VFG000203,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000203.nogap.dedup/VFG000203.nogap.dedup.nt_ali.fasta,True,True,,11534,0,0.0,1479,493,0,0.2075208634424513,1.406899646903361e-06,0.2075222703420982,391,0.7931034482758621
VFG000211,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000211.nogap.dedup/VFG000211.nogap.dedup.nt_ali.fasta,True,True,,11521,0,0.0,2454,818,0,0.26536468220358317,1.3794306516706284e-06,0.2653660616342348,601,0.7347188264058679
VFG000212,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG000212.nogap.dedup/VFG000212.nogap.dedup.nt_ali.fasta,True,True,,11522,0,0.0,1863,621,0,0.3035089911311582,1.72369728782288e-06,0.30351071482844605,433,0.6972624798711755
VFG001213,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001213.nogap.dedup/VFG001213.nogap.dedup.nt_ali.fasta,True,True,,11577,0,0.0,2457,819,0,0.3520278249482707,2.812475819299694e-07,0.3520281061958526,531,0.6483516483516484
VFG001214,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001214.nogap.dedup/VFG001214.nogap.dedup.nt_ali.fasta,True,True,,11576,0,0.0,2079,693,0,0.3573267226515326,5.817213833799874e-07,0.357327304372916,446,0.6435786435786436
VFG001222,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001222.nogap.dedup/VFG001222.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,1581,527,0,0.32664744133668167,5.991235476087808e-07,0.32664804046022927,355,0.6736242884250474
VFG001223,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001223.nogap.dedup/VFG001223.nogap.dedup.nt_ali.fasta,True,True,,11612,11609,0.9997416465725112,1092,364,0,0.05229125421598725,1.5772492520684048e-07,0.052291411940912455,345,0.9478021978021978
VFG001224,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001224.nogap.dedup/VFG001224.nogap.dedup.nt_ali.fasta,True,True,,11612,11606,0.9994832931450224,1311,437,0,0.12369591624225236,1.3137728323864973e-07,0.12369604761953559,383,0.8764302059496567
VFG001228,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001228.nogap.dedup/VFG001228.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,3561,1187,0,0.42547334056312425,1.6927064158143468e-07,0.4254735098337658,683,0.5754001684919966
VFG001230,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001230.nogap.dedup/VFG001230.nogap.dedup.nt_ali.fasta,True,True,,11519,0,0.0,4848,1616,0,0.43097204231665465,6.267446781139612e-07,0.43097266906133275,920,0.5693069306930693
VFG001231,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001231.nogap.dedup/VFG001231.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,13413,4471,0,0.4493539116736463,3.735778078035573e-07,0.4493542852514541,2471,0.5526727801386715
VFG001232,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001232.nogap.dedup/VFG001232.nogap.dedup.nt_ali.fasta,True,True,,11540,0,0.0,1335,445,0,0.22703133215196775,2.596407869712253e-07,0.22703159179275473,344,0.7730337078651686
VFG001238,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001238.nogap.dedup/VFG001238.nogap.dedup.nt_ali.fasta,True,True,,11436,0,0.0,1947,649,0,0.28667398548416567,5.389409056686343e-07,0.28667452442507135,463,0.7134052388289677
VFG001242,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001242.nogap.dedup/VFG001242.nogap.dedup.nt_ali.fasta,True,True,,11614,11610,0.9996555880833476,1383,461,0,0.19747428770796857,4.980649553901897e-07,0.19747478577292396,370,0.8026030368763557
VFG001243,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001243.nogap.dedup/VFG001243.nogap.dedup.nt_ali.fasta,True,True,,11577,0,0.0,1692,564,0,0.2891103171671393,5.105092411361812e-07,0.28911082767638047,401,0.7109929078014184
VFG001248,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001248.nogap.dedup/VFG001248.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2190,730,0,0.3278644930323382,9.862224720652484e-07,0.3278654792548103,491,0.6726027397260274
VFG001249,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001249.nogap.dedup/VFG001249.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2163,721,0,0.3433099576721796,1.4378877429056716e-06,0.3433113955599225,474,0.6574202496532594
VFG001251,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001251.nogap.dedup/VFG001251.nogap.dedup.nt_ali.fasta,True,True,,11616,0,0.0,2778,926,0,0.35331982325711464,5.887958715368886e-07,0.3533204120529862,599,0.6468682505399568
VFG001252,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001252.nogap.dedup/VFG001252.nogap.dedup.nt_ali.fasta,True,True,,11589,0,0.0,1281,427,0,0.20609081170608565,5.388835101578531e-07,0.2060913505895958,339,0.7939110070257611
VFG001254,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001254.nogap.dedup/VFG001254.nogap.dedup.nt_ali.fasta,True,True,,11578,0,0.0,1929,643,0,0.2972155589769518,1.4775703477958814e-06,0.2972170365472996,452,0.702954898911353
VFG001262,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001262.nogap.dedup/VFG001262.nogap.dedup.nt_ali.fasta,True,True,,11592,0,0.0,1896,632,0,0.40273327960793565,8.644838721888804e-07,0.40273414409180786,379,0.5996835443037974
VFG001263,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001263.nogap.dedup/VFG001263.nogap.dedup.nt_ali.fasta,True,True,,11612,0,0.0,3150,1050,0,0.32638830110066763,7.928306240397181e-07,0.3263890939312917,708,0.6742857142857143
VFG001264,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001264.nogap.dedup/VFG001264.nogap.dedup.nt_ali.fasta,True,True,,11562,0,0.0,1638,546,0,0.21267709111507763,1.584070084329555e-06,0.21267867518516195,430,0.7875457875457875
VFG001266,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001266.nogap.dedup/VFG001266.nogap.dedup.nt_ali.fasta,True,True,,11559,0,0.0,3594,1198,0,0.5219667089408899,7.221425217592374e-07,0.5219674310834117,575,0.47996661101836396
VFG001267,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001267.nogap.dedup/VFG001267.nogap.dedup.nt_ali.fasta,True,True,,11546,0,0.0,3318,1106,0,0.49731704520858305,1.0963301444743864e-06,0.49731814153872755,571,0.5162748643761302
VFG001268,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG001268.nogap.dedup/VFG001268.nogap.dedup.nt_ali.fasta,True,True,,11554,0,0.0,1845,615,0,0.4313929220303108,7.505700814321627e-07,0.43139367260039224,350,0.5691056910569106
VFG002057,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002057.nogap.dedup/VFG002057.nogap.dedup.nt_ali.fasta,True,True,,11581,0,0.0,2484,828,0,0.31125047814865847,4.171416867624674e-07,0.3112508952903452,571,0.6896135265700483
VFG002058,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002058.nogap.dedup/VFG002058.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,1902,634,0,0.369471764804281,1.271383189535354e-06,0.36947303618747057,400,0.6309148264984227
VFG002060,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002060.nogap.dedup/VFG002060.nogap.dedup.nt_ali.fasta,True,True,,11586,0,0.0,6330,2110,0,0.5301304565159946,7.635734035384537e-07,0.5301312200893981,1033,0.4895734597156398
VFG002063,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002063.nogap.dedup/VFG002063.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,4416,1472,0,0.25116359127133014,5.276260299260104e-07,0.25116411889736007,1102,0.748641304347826
VFG002064,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002064.nogap.dedup/VFG002064.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,1956,652,0,0.3102903151345479,7.941365194796394e-07,0.3102911092710674,450,0.6901840490797546
VFG002065,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002065.nogap.dedup/VFG002065.nogap.dedup.nt_ali.fasta,True,True,,11584,0,0.0,1887,629,0,0.2926431062196418,7.319636828899098e-07,0.2926438381833247,445,0.7074721780604134
VFG002067,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002067.nogap.dedup/VFG002067.nogap.dedup.nt_ali.fasta,True,True,,11103,0,0.0,4062,1354,0,0.6776586790188448,2.3503124784785655e-06,0.6776610293313233,369,0.2725258493353028
VFG002068,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002068.nogap.dedup/VFG002068.nogap.dedup.nt_ali.fasta,True,True,,11504,0,0.0,1884,628,0,0.4515409483713225,3.691137431381755e-07,0.45154131748506565,345,0.5493630573248408
VFG002070,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002070.nogap.dedup/VFG002070.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,2052,684,0,0.27110975863314946,1.471913204558591e-06,0.271111230546354,499,0.72953216374269
VFG002074,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002074.nogap.dedup/VFG002074.nogap.dedup.nt_ali.fasta,True,True,,11603,0,0.0,2481,827,0,0.2510292911988216,6.252813114566856e-07,0.25102991648013306,620,0.7496977025392987
VFG002075,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002075.nogap.dedup/VFG002075.nogap.dedup.nt_ali.fasta,True,True,,11602,0,0.0,1641,547,0,0.36228718682115896,6.82813203002151e-07,0.36228786963436194,349,0.6380255941499086
VFG002076,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002076.nogap.dedup/VFG002076.nogap.dedup.nt_ali.fasta,True,True,,11603,0,0.0,3387,1129,0,0.20224664721647764,2.4427878102140132e-06,0.20224909000428787,903,0.7998228520814881
VFG002077,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG002077.nogap.dedup/VFG002077.nogap.dedup.nt_ali.fasta,True,True,,11550,0,0.0,3267,1089,0,0.43370247138842183,2.067109505126034e-06,0.43370453849792695,644,0.5913682277318641
VFG013836,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013836.nogap.dedup/VFG013836.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,1581,527,0,0.32664744133668167,5.991235476087808e-07,0.32664804046022927,355,0.6736242884250474
VFG013897,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013897.nogap.dedup/VFG013897.nogap.dedup.nt_ali.fasta,True,True,,11163,11160,0.999731255038968,1092,364,0,0.05229501305824875,1.6406896277898696e-07,0.052295177127211524,345,0.9478021978021978
VFG013898,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013898.nogap.dedup/VFG013898.nogap.dedup.nt_ali.fasta,True,True,,11612,11609,0.9997416465725112,1092,364,0,0.05229125421598725,1.5772492520684048e-07,0.052291411940912455,345,0.9478021978021978
VFG013910,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013910.nogap.dedup/VFG013910.nogap.dedup.nt_ali.fasta,True,True,,11612,11606,0.9994832931450224,1362,454,0,0.1565136172363088,1.2645786954909677e-07,0.15651374369417834,383,0.8436123348017621
VFG013911,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013911.nogap.dedup/VFG013911.nogap.dedup.nt_ali.fasta,True,True,,11612,11606,0.9994832931450224,1311,437,0,0.12369591624225236,1.3137728323864973e-07,0.12369604761953559,383,0.8764302059496567
VFG013973,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013973.nogap.dedup/VFG013973.nogap.dedup.nt_ali.fasta,True,True,,11519,0,0.0,4908,1636,0,0.4379282681891999,6.19082762733595e-07,0.4379288872719626,920,0.5623471882640587
VFG013986,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013986.nogap.dedup/VFG013986.nogap.dedup.nt_ali.fasta,True,True,,11576,0,0.0,2079,693,0,0.3573267226515326,5.817213833799874e-07,0.357327304372916,446,0.6435786435786436
VFG013996,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG013996.nogap.dedup/VFG013996.nogap.dedup.nt_ali.fasta,True,True,,11577,0,0.0,2457,819,0,0.3520278249482707,2.812475819299694e-07,0.3520281061958526,531,0.6483516483516484
VFG014043,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014043.nogap.dedup/VFG014043.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,3492,1164,0,0.41412108364159966,1.7261533638931526e-07,0.4141212562569361,683,0.5867697594501718
VFG014044,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014044.nogap.dedup/VFG014044.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,3561,1187,0,0.42547334056312425,1.6927064158143468e-07,0.4254735098337658,683,0.5754001684919966
VFG014062,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014062.nogap.dedup/VFG014062.nogap.dedup.nt_ali.fasta,True,True,,11609,0,0.0,13974,4658,0,0.47304620447239654,3.575299625827634e-07,0.4730465620023591,2471,0.5304851867754401
VFG014075,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014075.nogap.dedup/VFG014075.nogap.dedup.nt_ali.fasta,True,True,,11525,0,0.0,1335,445,0,0.22703141680274927,2.5997871424277137e-07,0.22703167678146352,344,0.7730337078651686
VFG014117,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014117.nogap.dedup/VFG014117.nogap.dedup.nt_ali.fasta,True,True,,11307,0,0.0,3399,1133,0,0.41986698599021405,6.504912392750582e-07,0.4198676364814533,515,0.45454545454545453
VFG014147,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014147.nogap.dedup/VFG014147.nogap.dedup.nt_ali.fasta,True,True,,11307,0,0.0,3516,1172,0,0.4511435575111132,6.03691391753153e-07,0.45114416120250495,448,0.3822525597269625
VFG014189,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014189.nogap.dedup/VFG014189.nogap.dedup.nt_ali.fasta,True,True,,11436,0,0.0,1950,650,0,0.28777127559394083,5.381117658137595e-07,0.28777181370570665,463,0.7123076923076923
VFG014240,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014240.nogap.dedup/VFG014240.nogap.dedup.nt_ali.fasta,True,True,,11498,11495,0.999739085058271,1326,442,0,0.1629758155854766,5.247158204705809e-07,0.16297634030129707,370,0.8371040723981901
VFG014241,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014241.nogap.dedup/VFG014241.nogap.dedup.nt_ali.fasta,True,True,,11614,11610,0.9996555880833476,1383,461,0,0.19747428770796857,4.980649553901897e-07,0.19747478577292396,370,0.8026030368763557
VFG014254,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014254.nogap.dedup/VFG014254.nogap.dedup.nt_ali.fasta,True,True,,11582,0,0.0,1692,564,0,0.2891102726044694,5.102888520664453e-07,0.2891107828933215,401,0.7109929078014184
VFG014358,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014358.nogap.dedup/VFG014358.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2175,725,0,0.3232296715573099,9.930240063553537e-07,0.3232306645813163,491,0.6772413793103448
VFG014369,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014369.nogap.dedup/VFG014369.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,1848,616,0,0.3460379792993184,7.947416154759568e-07,0.34603877404093386,403,0.6542207792207793
VFG014371,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014371.nogap.dedup/VFG014371.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,1848,616,0,0.3460379792993184,7.947416154759568e-07,0.34603877404093386,403,0.6542207792207793
VFG014384,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014384.nogap.dedup/VFG014384.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2163,721,0,0.3433099576721796,1.4378877429056716e-06,0.3433113955599225,474,0.6574202496532594
VFG014409,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014409.nogap.dedup/VFG014409.nogap.dedup.nt_ali.fasta,True,True,,11615,0,0.0,2541,847,0,0.294163035727627,6.437684988148731e-07,0.2941636794961258,598,0.706021251475797
VFG014410,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014410.nogap.dedup/VFG014410.nogap.dedup.nt_ali.fasta,True,True,,11616,0,0.0,2778,926,0,0.35331982325711464,5.887958715368886e-07,0.3533204120529862,599,0.6468682505399568
VFG014423,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014423.nogap.dedup/VFG014423.nogap.dedup.nt_ali.fasta,True,True,,11582,0,0.0,1281,427,0,0.20609081280530195,5.392092038697427e-07,0.20609135201450582,339,0.7939110070257611
VFG014449,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014449.nogap.dedup/VFG014449.nogap.dedup.nt_ali.fasta,True,True,,11578,0,0.0,1929,643,0,0.2972155589769518,1.4775703477958814e-06,0.2972170365472996,452,0.702954898911353
